senior_citizen,tenure_months,monthly_charges,total_charges,churn,total_services,is_auto_payment,gender_Male,partner_Yes,dependents_Yes,multiple_lines_No phone service,multiple_lines_Yes,internet_service_Fiber optic,internet_service_No,contract_One year,contract_Two year,paperless_billing_Yes,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check
0,62,19.46,1209.34,0,1,0,False,True,True,True,False,False,True,False,True,True,False,True,False
1,17,80.91,1367.44,0,2,0,False,False,True,False,False,False,False,False,False,True,False,False,True
1,38,66.99,2546.33,0,1,1,False,True,True,True,False,False,True,False,True,False,True,False,False
0,10,85.86,859.69,0,1,0,False,True,False,False,False,False,True,True,False,False,False,True,False
0,21,70.31,1483.82,0,2,0,True,True,False,False,True,False,True,False,True,False,False,True,False
1,57,42.03,2409.29,0,3,0,False,True,False,False,True,False,False,True,False,True,False,False,True
1,33,61.38,2017.78,0,1,1,False,False,False,False,False,False,True,False,True,False,True,False,False
1,56,93.64,5250.93,0,3,0,True,False,False,False,True,True,False,False,True,False,False,False,True
0,48,29.73,1426.85,1,2,0,True,False,True,True,False,True,False,False,False,True,False,True,False
1,52,56.24,2920.44,0,2,1,True,True,False,False,False,False,False,False,False,True,True,False,False
1,26,65.11,1694.71,0,2,1,False,False,False,False,True,False,True,True,False,False,False,False,False
1,23,21.91,497.42,0,2,0,False,False,False,False,False,True,False,True,False,True,False,False,True
1,52,60.96,3163.71,0,2,1,False,False,False,True,False,False,False,False,False,False,True,False,False
1,31,22.79,697.81,0,3,1,False,True,False,False,True,False,False,True,False,True,True,False,False
1,33,103.07,3404.04,1,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False
0,18,28.36,512.12,0,2,1,False,False,False,True,False,False,False,False,False,True,True,False,False
0,35,104.76,3662.53,0,2,1,False,True,False,False,False,False,False,False,True,True,True,False,False
0,18,51.66,937.5,0,1,0,True,False,True,True,False,False,True,True,False,False,False,False,True
1,72,28.97,2082.53,0,1,0,True,True,True,True,False,False,True,True,False,True,False,False,True
1,44,41.5,1832.41,0,1,1,True,True,True,False,False,False,True,False,True,True,True,False,False
1,52,118.07,6140.25,0,2,1,True,False,False,True,False,True,False,True,False,True,False,False,False
0,66,115.74,7635.46,0,3,1,True,False,False,False,True,True,False,False,True,True,False,False,False
0,36,70.17,2525.55,0,2,1,False,False,True,False,False,True,False,False,True,False,False,False,False
1,13,88.69,1146.7,0,3,1,True,False,True,False,True,True,False,False,True,True,False,False,False
0,68,103.49,7038.4,0,1,1,True,False,True,True,False,False,True,False,True,False,False,False,False
0,19,38.5,731.65,0,1,1,True,True,True,False,False,False,True,False,True,True,False,False,False
0,54,35.31,1909.38,1,2,0,False,False,True,False,False,False,False,False,False,True,False,True,False
1,12,111.18,1338.56,0,3,1,False,False,False,False,True,True,False,True,False,False,False,False,False
1,53,29.64,1571.5,0,3,0,True,True,False,False,True,True,False,False,True,True,False,False,True
0,18,109.99,1972.44,0,2,1,True,False,False,False,True,False,True,True,False,True,True,False,False
0,5,34.79,178.61,0,2,1,True,True,True,False,False,False,False,False,True,False,True,False,False
0,54,43.35,2340.97,0,2,0,False,False,False,False,False,True,False,False,True,True,False,True,False
0,29,40.39,1161.84,0,2,0,False,True,False,False,False,False,False,False,True,True,False,True,False
0,58,69.98,4060.39,0,2,0,False,True,False,False,True,False,True,False,False,False,False,False,True
1,2,19.86,41.65,0,1,1,False,False,False,False,False,False,True,False,True,True,True,False,False
0,28,71.8,2008.61,0,3,0,True,True,False,False,True,False,False,False,False,False,False,True,False
0,2,19.31,37.63,0,2,0,False,True,True,True,False,True,False,False,True,True,False,True,False
1,7,111.97,780.81,0,1,1,False,False,False,True,False,False,True,False,True,False,True,False,False
1,16,21.79,350.72,0,3,1,False,False,True,False,True,True,False,True,False,False,False,False,False
0,60,98.85,5931.7,0,1,0,False,True,True,False,False,False,True,False,False,False,False,True,False
0,15,106.67,1595.51,0,3,1,False,False,False,False,True,False,False,False,True,False,False,False,False
0,5,37.54,195.79,0,3,1,False,False,True,False,True,True,False,False,True,False,True,False,False
0,52,80.91,4203.99,0,3,0,True,True,True,False,True,True,False,True,False,True,False,False,True
1,53,50.03,2638.06,0,1,1,True,True,True,True,False,False,True,False,True,True,False,False,False
0,15,38.53,575.6,0,3,0,True,True,False,False,True,False,False,False,True,True,False,True,False
0,7,94.67,667.84,1,2,0,False,False,False,False,True,False,True,False,False,True,False,True,False
0,32,48.2,1541.37,0,1,1,False,True,False,True,False,False,True,False,True,True,True,False,False
0,15,36.75,543.08,0,3,0,True,False,False,False,True,True,False,False,True,False,False,True,False
1,70,65.9,4607.86,0,2,0,True,True,False,False,False,True,False,True,False,False,False,False,True
1,11,88.18,964.58,0,2,0,True,False,False,True,False,True,False,True,False,True,False,True,False
0,61,22.3,1357.42,0,2,1,True,True,False,False,False,True,False,False,True,True,False,False,False
0,40,38.95,1556.69,0,3,0,False,False,True,False,True,False,False,False,True,False,False,False,True
1,16,52.61,844.23,0,2,0,False,False,True,False,False,True,False,False,True,True,False,True,False
1,68,102.53,6972.68,0,2,0,True,True,False,False,False,False,False,False,True,True,False,False,True
1,31,20.36,632.04,0,1,1,True,True,True,False,False,False,True,True,False,True,False,False,False
0,25,19.13,487.15,0,1,0,False,True,False,False,False,False,True,True,False,True,False,False,True
1,9,72.36,655.54,0,1,1,True,False,False,False,False,False,True,True,False,False,True,False,False
1,54,82.02,4432.94,0,1,0,False,True,True,False,False,False,True,True,False,False,False,True,False
1,28,101.62,2836.29,0,3,1,True,True,True,False,True,True,False,True,False,True,True,False,False
0,69,116.44,8030.6,0,2,0,True,False,False,False,False,True,False,False,True,True,False,False,True
0,58,54.77,3168.67,1,2,0,False,True,False,False,True,False,True,False,False,True,False,False,True
1,42,61.33,2572.01,0,3,0,True,False,False,False,True,False,False,False,False,True,False,False,True
0,53,51.63,2740.36,0,1,0,False,False,False,True,False,False,True,True,False,False,False,False,True
1,56,81.31,4551.4,0,2,1,False,True,False,True,False,True,False,True,False,False,True,False,False
1,51,38.83,1985.69,0,1,1,False,True,True,False,False,False,True,False,True,False,False,False,False
1,15,92.47,1390.52,0,2,1,True,False,True,False,False,False,False,True,False,True,False,False,False
0,5,58.36,292.05,1,2,0,True,True,True,False,True,False,True,False,False,False,False,True,False
0,54,46.67,2525.66,0,1,0,False,True,False,False,False,False,True,True,False,False,False,True,False
0,12,114.18,1376.98,0,2,0,False,False,False,False,False,False,False,False,True,True,False,False,True
1,18,22.97,415.73,0,2,0,False,True,True,True,False,False,False,True,False,False,False,True,False
0,36,116.4,4191.55,0,2,0,False,True,True,False,False,True,False,True,False,False,False,True,False
1,36,81.45,2935.37,1,2,1,False,False,False,True,False,False,False,False,False,False,True,False,False
1,9,105.64,943.73,1,2,1,True,True,True,True,False,False,False,False,False,True,False,False,False
0,18,92.71,1668.19,0,1,1,True,True,False,False,False,False,True,False,False,False,True,False,False
0,63,83.94,5288.1,0,1,0,False,True,False,False,False,False,True,False,False,False,False,False,True
1,4,67.42,267.84,0,2,0,False,False,True,False,False,True,False,False,False,True,False,False,True
1,45,42.63,1914.4,0,2,1,True,True,False,False,False,True,False,True,False,False,False,False,False
1,28,41.2,1158.59,1,3,0,True,True,True,False,True,True,False,False,False,False,False,False,True
0,69,47.32,3265.93,0,2,1,False,True,False,False,True,False,True,True,False,False,False,False,False
0,1,35.14,36.44,1,2,0,True,False,False,False,False,True,False,False,False,False,False,True,False
0,17,58.45,1000.77,0,1,0,True,False,True,True,False,False,True,True,False,False,False,True,False
1,35,76.26,2668.12,0,3,0,True,False,False,False,True,True,False,True,False,True,False,False,True
0,39,19.92,774.94,1,2,1,True,False,False,True,False,False,False,False,False,False,False,False,False
1,62,85.06,5280.53,0,3,0,False,True,False,False,True,True,False,True,False,True,False,False,True
0,22,26.04,565.43,0,2,1,False,True,False,False,True,False,True,True,False,False,False,False,False
0,59,59.53,3512.53,0,2,1,True,True,True,False,False,False,False,False,True,False,False,False,False
1,71,44.02,3121.73,0,2,0,True,False,False,False,False,False,False,False,True,True,False,True,False
0,49,87.77,4302.19,0,2,0,False,True,True,False,True,False,True,False,True,False,False,False,True
1,31,93.66,2906.32,1,2,0,True,True,True,False,False,False,False,False,False,False,False,False,True
1,48,60.53,2908.58,1,3,0,False,False,True,False,True,False,False,False,False,False,False,True,False
0,55,109.7,6038.63,0,2,1,False,True,False,False,True,False,True,True,False,False,False,False,False
1,57,98.43,5609.25,0,1,0,True,False,True,False,False,False,True,False,True,True,False,False,True
0,15,62.83,941.5,1,2,0,False,True,True,False,False,True,False,False,False,True,False,True,False
0,64,47.89,3067.59,0,2,1,False,True,True,True,False,False,False,False,False,False,False,False,False
0,30,115.4,3466.44,0,2,0,False,False,True,True,False,True,False,False,True,True,False,True,False
0,49,29.42,1435.08,0,2,1,False,True,False,False,False,True,False,False,False,True,False,False,False
1,56,91.3,5114.37,0,2,0,True,False,True,True,False,False,False,True,False,False,False,False,True
0,44,38.75,1703.02,1,2,1,True,True,True,True,False,True,False,False,False,True,False,False,False
0,53,24.5,1298.94,0,2,0,True,True,True,True,False,True,False,True,False,True,False,True,False
0,23,115.92,2664.38,0,2,0,True,True,True,True,False,True,False,False,True,False,False,False,True
0,37,58.62,2165.33,0,3,1,True,True,True,False,True,False,False,True,False,True,True,False,False
0,17,65.43,1107.22,0,2,1,True,True,True,False,True,False,True,True,False,False,True,False,False
1,19,48.89,928.15,0,2,1,False,True,True,False,False,False,False,False,True,False,False,False,False
1,18,35.91,648.17,0,2,1,False,False,True,True,False,True,False,False,True,False,True,False,False
1,36,48.18,1731.46,0,2,1,True,True,True,False,True,False,True,True,False,True,True,False,False
1,52,116.06,6041.07,0,2,0,False,True,False,False,True,False,True,False,True,False,False,False,True
0,44,41.11,1821.13,0,2,1,False,False,False,True,False,True,False,False,True,True,True,False,False
1,44,25.82,1138.15,0,2,1,False,False,True,False,False,True,False,True,False,True,False,False,False
0,34,100.71,3423.93,0,2,1,True,False,False,False,False,False,False,True,False,False,False,False,False
0,55,117.56,6461.24,0,2,1,True,False,False,True,False,True,False,True,False,False,True,False,False
1,42,51.34,2158.13,0,1,0,False,True,False,True,False,False,True,False,True,False,False,False,True
0,69,63.5,4388.89,0,1,0,False,True,False,True,False,False,True,True,False,False,False,False,True
0,10,89.57,905.44,0,2,1,False,False,False,True,False,False,False,False,True,False,True,False,False
0,60,89.16,5356.58,0,1,1,True,False,False,True,False,False,True,True,False,False,False,False,False
0,21,27.97,591.59,0,2,1,False,True,False,True,False,True,False,False,True,True,False,False,False
0,30,22.21,668.35,1,2,0,False,True,False,True,False,True,False,False,False,True,False,True,False
0,9,22.98,201.58,1,2,0,False,False,True,True,False,False,False,False,False,False,False,False,True
0,58,31.76,1841.58,1,1,0,False,False,True,False,False,False,True,False,False,True,False,True,False
1,52,79.14,4114.2,0,3,0,False,False,True,False,True,False,False,True,False,False,False,False,True
0,38,64.18,2438.37,0,2,1,True,True,False,False,False,False,False,False,True,False,True,False,False
0,19,96.99,1839.21,0,1,1,False,False,False,True,False,False,True,False,True,True,True,False,False
1,33,29.5,977.29,0,1,0,False,False,True,True,False,False,True,False,False,False,False,False,True
0,62,61.75,3827.13,0,3,0,False,True,False,False,True,True,False,False,True,True,False,True,False
1,49,117.41,5751.31,1,3,1,True,False,False,False,True,True,False,False,False,False,True,False,False
1,10,69.47,691.12,0,2,0,True,True,True,False,False,False,False,False,True,True,False,True,False
1,57,108.09,6162.29,0,1,1,True,True,True,False,False,False,True,False,False,True,True,False,False
1,58,67.23,3906.82,0,2,1,True,True,True,True,False,False,False,False,False,False,False,False,False
1,56,111.82,6261.87,0,3,0,True,False,False,False,True,False,False,False,True,False,False,True,False
0,20,73.25,1466.41,0,3,1,False,False,True,False,True,False,False,False,False,False,True,False,False
0,25,114.62,2875.18,1,3,0,True,True,False,False,True,False,False,False,False,False,False,True,False
0,21,76.52,1612.94,0,1,0,False,True,True,False,False,False,True,False,False,True,False,False,True
1,70,113.94,7978.74,0,3,0,False,True,False,False,True,False,False,False,True,True,False,True,False
1,19,58.95,1122.78,0,2,1,True,True,True,True,False,True,False,False,True,False,False,False,False
0,65,77.31,5022.13,1,2,0,False,True,True,False,False,False,False,False,False,False,False,True,False
0,42,76.39,3204.88,0,1,0,False,False,True,True,False,False,True,True,False,True,False,True,False
1,40,33.78,1351.91,1,2,0,False,True,True,False,False,False,False,False,False,True,False,True,False
0,55,25.72,1415.43,1,1,0,False,True,False,False,False,False,True,False,False,True,False,True,False
0,44,26.99,1183.31,0,3,1,False,True,True,False,True,True,False,False,True,False,False,False,False
1,56,115.39,6465.36,0,2,1,True,True,True,False,False,True,False,False,True,False,True,False,False
1,70,51.91,3632.31,0,3,0,False,False,True,False,True,False,False,False,False,True,False,True,False
1,66,112.48,7429.32,0,1,0,False,True,False,True,False,False,True,True,False,True,False,False,True
0,7,75.55,528.57,0,2,0,True,False,False,True,False,False,False,False,True,True,False,True,False
0,42,114.81,4821.3,0,1,0,False,False,True,False,False,False,True,False,True,False,False,False,True
0,20,97.46,1944.51,1,2,0,False,False,False,False,False,True,False,False,False,False,False,False,True
1,27,44.14,1187.64,0,1,1,False,True,True,True,False,False,True,True,False,False,True,False,False
1,63,87.43,5514.68,0,2,0,True,False,False,False,False,True,False,False,True,False,False,False,True
0,19,91.93,1748.01,0,2,1,True,False,True,False,True,False,True,False,True,False,True,False,False
1,39,105.4,4112.55,0,2,0,False,False,True,False,False,True,False,False,True,False,False,False,True
1,71,71.85,5109.35,0,2,1,True,True,False,True,False,True,False,True,False,True,False,False,False
1,36,28.0,1001.41,0,2,0,False,True,False,False,False,False,False,True,False,True,False,True,False
1,4,116.48,469.28,0,2,0,True,False,True,True,False,False,False,True,False,False,False,False,True
0,69,24.05,1651.51,0,2,1,False,False,True,True,False,False,False,False,True,False,True,False,False
1,68,78.88,5361.65,0,1,1,True,True,False,True,False,False,True,False,False,True,True,False,False
0,68,72.9,4951.47,0,2,0,False,True,True,True,False,True,False,False,True,True,False,False,True
0,14,47.94,675.45,1,1,0,True,True,True,True,False,False,True,False,False,False,False,True,False
1,42,117.77,4936.89,0,3,0,False,False,True,False,True,False,False,True,False,False,False,True,False
1,12,31.65,378.65,0,2,0,True,True,True,False,True,False,True,True,False,False,False,True,False
1,30,95.85,2869.71,0,2,1,True,True,True,True,False,True,False,False,True,True,False,False,False
1,23,56.89,1304.2,0,1,0,True,False,True,True,False,False,True,False,True,True,False,True,False
1,32,61.65,1969.3,1,1,0,False,True,False,False,False,False,True,False,False,False,False,False,True
0,15,21.51,329.25,0,2,1,True,True,True,True,False,True,False,False,False,False,False,False,False
1,60,98.05,5881.32,0,1,1,True,True,False,True,False,False,True,False,False,False,False,False,False
1,27,52.63,1429.65,1,2,0,False,False,False,False,True,False,True,False,False,True,False,False,True
0,20,42.2,853.68,0,2,0,True,True,False,True,False,True,False,True,False,True,False,False,True
0,49,93.69,4601.38,0,1,1,False,True,True,True,False,False,True,False,True,False,False,False,False
1,10,44.47,444.41,0,1,1,True,True,False,False,False,False,True,True,False,False,True,False,False
1,59,36.88,2176.97,0,1,1,False,True,False,True,False,False,True,False,True,True,True,False,False
0,18,103.15,1858.59,0,1,0,False,False,False,True,False,False,True,False,True,False,False,True,False
0,32,75.66,2419.28,0,2,0,False,True,False,False,False,True,False,True,False,True,False,False,True
1,18,84.01,1514.3,0,2,0,False,False,False,True,False,False,False,True,False,False,False,False,True
1,49,75.46,3692.86,0,1,1,False,True,True,False,False,False,True,False,True,True,False,False,False
0,44,63.49,2784.18,0,3,0,True,False,True,False,True,False,False,False,True,False,False,False,True
1,34,55.64,1895.33,0,2,1,False,True,False,False,False,True,False,True,False,False,True,False,False
1,18,31.46,564.53,1,3,1,True,True,False,False,True,False,False,False,False,True,False,False,False
0,59,57.9,3411.22,1,2,0,True,False,True,True,False,True,False,False,False,False,False,False,True
0,72,115.41,8305.27,0,2,1,False,False,False,True,False,True,False,False,True,True,False,False,False
1,35,73.56,2582.18,0,3,1,False,False,False,False,True,False,False,True,False,True,True,False,False
0,14,53.23,747.54,0,2,0,False,True,False,True,False,True,False,True,False,True,False,False,True
0,4,102.41,402.03,0,2,0,True,True,False,False,True,False,True,True,False,False,False,False,True
0,64,62.82,4014.55,1,3,1,True,False,True,False,True,True,False,False,False,True,False,False,False
0,66,71.12,4692.46,0,1,1,True,False,False,True,False,False,True,False,True,True,True,False,False
0,22,45.06,993.7,1,1,0,True,False,False,True,False,False,True,False,False,True,False,True,False
0,48,92.27,4424.99,1,3,0,False,False,False,False,True,False,False,False,False,False,False,False,True
1,38,28.94,1098.86,0,2,0,True,False,True,False,False,False,False,True,False,True,False,False,True
0,1,93.35,93.92,1,1,1,False,True,True,True,False,False,True,False,False,True,False,False,False
0,12,113.58,1363.64,1,2,0,False,True,True,True,False,True,False,False,False,True,False,True,False
0,50,18.93,934.52,0,3,0,True,True,False,False,True,False,False,True,False,False,False,True,False
0,12,69.92,840.15,0,1,1,True,True,True,True,False,False,True,False,True,False,True,False,False
1,66,62.94,4145.38,0,2,1,True,True,True,False,False,True,False,False,True,False,True,False,False
1,17,42.53,721.58,0,1,0,True,False,False,True,False,False,True,True,False,True,False,False,True
1,62,18.52,1145.73,1,1,1,True,False,True,True,False,False,True,False,False,True,True,False,False
1,34,24.69,834.07,0,2,1,False,True,False,False,False,True,False,True,False,False,False,False,False
1,45,92.58,4170.32,0,3,0,True,True,True,False,True,True,False,True,False,True,False,True,False
1,34,102.83,3490.6,0,1,0,True,False,False,False,False,False,True,True,False,False,False,True,False
0,70,103.05,7210.89,0,2,0,False,False,False,True,False,False,False,False,False,True,False,True,False
1,32,40.12,1288.23,0,3,0,False,True,False,False,True,False,False,False,True,True,False,False,True
0,51,25.55,1300.29,0,2,0,True,True,True,False,False,True,False,False,True,False,False,True,False
1,48,40.37,1933.97,1,2,0,False,False,True,False,False,False,False,False,False,True,False,False,True
0,13,73.0,947.66,0,2,1,False,False,True,True,False,False,False,True,False,False,False,False,False
0,4,27.25,111.7,0,2,0,False,False,True,True,False,True,False,False,False,False,False,False,True
0,17,45.5,780.73,1,2,0,True,True,True,False,False,True,False,False,False,True,False,False,True
0,69,90.85,6263.97,0,2,1,True,True,False,False,False,True,False,False,True,False,True,False,False
0,9,40.1,356.62,0,2,1,True,False,False,True,False,True,False,False,True,True,True,False,False
1,21,57.54,1206.96,1,1,0,False,True,False,True,False,False,True,False,False,True,False,True,False
1,4,105.84,424.51,0,2,1,True,True,False,False,False,False,False,False,True,False,True,False,False
0,3,62.91,184.88,1,2,1,False,False,False,True,False,True,False,False,False,True,True,False,False
1,40,90.27,3614.24,0,2,1,True,False,False,True,False,False,False,True,False,False,True,False,False
1,35,45.06,1572.51,0,1,1,False,False,False,False,False,False,True,True,False,False,True,False,False
0,40,27.44,1088.1,1,3,1,True,False,False,False,True,True,False,False,False,True,False,False,False
0,46,103.16,4748.02,0,1,1,False,False,True,False,False,False,True,False,False,False,False,False,False
1,27,83.02,2244.78,0,3,1,False,True,True,False,True,False,False,True,False,True,True,False,False
1,36,49.69,1794.06,0,3,1,False,True,True,False,True,True,False,False,True,True,True,False,False
1,2,19.24,28.52,0,2,1,True,False,True,True,False,False,False,False,True,True,False,False,False
1,52,40.95,2126.07,0,2,1,False,True,True,True,False,False,False,True,False,False,True,False,False
1,43,105.31,4527.07,0,2,1,True,False,False,False,True,False,True,True,False,True,False,False,False
1,22,48.81,1082.6,1,2,0,True,True,False,True,False,False,False,False,False,True,False,True,False
1,55,104.9,5768.7,0,2,0,False,True,True,True,False,True,False,False,True,True,False,True,False
1,60,63.11,3779.87,0,2,0,False,True,False,False,False,True,False,False,True,False,False,True,False
0,69,87.89,6065.89,0,3,0,False,False,True,False,True,False,False,False,True,False,False,False,True
0,39,23.53,924.22,0,2,1,True,True,True,True,False,False,False,False,False,False,False,False,False
1,57,84.81,4839.65,0,2,1,True,False,True,True,False,False,False,True,False,False,True,False,False
0,12,71.66,862.73,0,2,0,True,False,False,False,True,False,True,False,True,True,False,False,True
0,57,93.81,5348.48,0,3,0,False,False,False,False,True,True,False,True,False,True,False,True,False
1,45,18.46,819.36,1,2,1,False,False,True,True,False,False,False,False,False,False,False,False,False
0,5,70.34,351.83,0,3,1,True,False,True,False,True,False,False,False,False,True,False,False,False
1,71,35.75,2539.14,0,1,0,False,True,False,False,False,False,True,False,True,True,False,True,False
0,10,81.74,816.6,1,3,0,True,False,False,False,True,False,False,False,False,False,False,True,False
0,34,62.94,2143.5,0,2,0,False,True,False,False,False,True,False,False,True,False,False,True,False
1,31,41.65,1290.27,0,1,1,True,True,True,False,False,False,True,False,True,True,True,False,False
1,71,48.04,3409.0,0,3,0,False,False,False,False,True,False,False,False,False,True,False,True,False
1,70,36.52,2561.59,1,2,1,True,False,False,False,False,True,False,False,False,False,True,False,False
0,32,83.82,2680.17,0,2,1,False,True,True,True,False,True,False,False,True,True,True,False,False
1,50,63.09,3154.82,0,2,1,True,True,False,True,False,False,False,True,False,False,True,False,False
0,12,31.65,384.29,0,2,0,False,True,False,False,False,True,False,True,False,True,False,False,True
1,17,63.99,1082.78,0,1,1,True,True,False,True,False,False,True,True,False,True,False,False,False
1,70,89.37,6250.3,0,1,1,True,True,False,False,False,False,True,False,True,True,False,False,False
1,70,48.58,3407.39,1,3,0,False,False,True,False,True,True,False,False,False,False,False,False,True
0,72,76.27,5488.48,0,2,0,True,False,True,False,False,True,False,False,True,True,False,True,False
1,52,44.94,2340.34,0,1,1,False,False,True,True,False,False,True,True,False,False,True,False,False
1,5,21.7,99.62,0,2,0,False,True,True,True,False,False,False,False,False,False,False,False,True
1,38,26.82,1006.64,0,2,1,True,True,False,False,False,True,False,False,True,True,False,False,False
0,37,61.97,2294.71,1,2,1,False,False,True,True,False,True,False,False,False,False,False,False,False
0,64,73.07,4675.84,1,3,1,False,True,True,False,True,True,False,False,False,True,True,False,False
0,42,61.67,2592.01,0,2,1,True,False,True,False,True,False,True,False,False,False,True,False,False
1,44,98.15,4327.97,0,3,0,False,True,True,False,True,True,False,False,False,False,False,False,True
1,16,28.73,453.49,1,3,0,False,True,True,False,True,False,False,False,False,False,False,True,False
0,35,67.35,2357.44,1,3,1,True,True,True,False,True,True,False,False,False,True,False,False,False
1,2,71.33,150.05,0,1,1,False,True,True,False,False,False,True,False,True,False,True,False,False
0,41,45.1,1843.64,0,2,0,False,False,True,False,True,False,True,False,True,False,False,True,False
1,69,83.53,5760.65,0,2,1,False,False,False,False,False,True,False,True,False,False,False,False,False
1,53,31.22,1645.82,1,2,1,True,True,True,False,False,True,False,False,False,True,False,False,False
0,20,81.17,1634.59,0,3,0,True,False,True,False,True,True,False,False,True,False,False,False,True
0,58,80.71,4670.16,0,1,0,False,True,True,True,False,False,True,False,False,False,False,False,True
1,26,44.13,1151.37,0,3,1,True,True,False,False,True,True,False,True,False,True,True,False,False
0,42,108.64,4556.28,1,2,1,True,False,False,False,True,False,True,False,False,True,False,False,False
0,59,56.95,3354.8,0,1,0,True,True,True,False,False,False,True,False,False,False,False,True,False
0,53,102.16,5419.8,0,1,1,True,True,False,False,False,False,True,False,True,True,False,False,False
1,26,69.2,1795.49,0,2,1,False,False,True,True,False,True,False,True,False,True,False,False,False
0,19,92.21,1755.25,0,1,0,False,True,True,False,False,False,True,True,False,False,False,True,False
1,54,82.48,4460.82,0,3,0,False,True,False,False,True,True,False,True,False,True,False,False,True
0,51,62.14,3170.14,0,3,1,True,True,False,False,True,False,False,False,True,False,True,False,False
0,3,97.55,297.1,1,1,0,False,True,False,False,False,False,True,True,False,False,False,False,True
0,29,111.78,3242.02,0,2,0,False,False,True,True,False,False,False,False,True,True,False,True,False
0,58,25.78,1495.88,0,2,1,False,True,False,False,True,False,True,True,False,True,False,False,False
0,21,59.24,1240.87,0,2,1,True,False,False,True,False,False,False,True,False,True,True,False,False
0,46,20.43,949.42,0,2,1,True,True,True,False,False,True,False,False,True,True,True,False,False
0,36,100.84,3633.95,1,1,0,True,True,True,True,False,False,True,False,False,True,False,False,True
1,65,69.93,4548.06,0,1,0,True,True,True,False,False,False,True,False,False,True,False,False,True
1,35,83.59,2929.5,1,2,0,False,True,False,False,True,False,True,False,False,True,False,False,True
1,1,109.89,106.5,1,2,1,True,True,False,False,False,True,False,False,False,True,True,False,False
0,67,39.62,2659.19,0,2,0,False,True,True,True,False,False,False,False,True,False,False,True,False
1,2,101.3,210.38,0,2,0,False,False,False,False,False,False,False,True,False,True,False,True,False
0,64,101.17,6467.98,0,2,1,True,False,True,False,True,False,True,False,False,True,True,False,False
0,9,61.15,553.06,0,2,1,False,False,False,True,False,False,False,False,True,True,False,False,False
1,60,97.07,5824.51,0,1,0,True,True,False,False,False,False,True,True,False,True,False,True,False
1,31,82.68,2560.48,0,3,1,False,False,False,False,True,False,False,False,True,False,True,False,False
0,36,71.04,2551.97,0,2,0,False,True,False,True,False,True,False,False,True,False,False,True,False
1,49,52.24,2565.02,0,2,0,True,True,False,False,False,False,False,False,True,True,False,False,True
1,49,116.85,5726.69,0,2,0,False,False,False,False,True,False,True,False,True,True,False,False,True
1,5,53.96,268.76,1,2,1,False,True,False,False,False,False,False,False,False,True,True,False,False
0,61,93.58,5711.09,0,2,1,False,False,True,True,False,True,False,True,False,False,True,False,False
0,26,49.97,1298.58,0,3,0,False,False,False,False,True,True,False,True,False,False,False,True,False
1,15,84.13,1258.43,0,2,0,True,True,False,True,False,False,False,False,True,False,False,True,False
0,1,19.45,20.09,0,1,0,False,False,False,False,False,False,True,False,True,True,False,True,False
1,3,105.65,316.81,0,1,0,True,False,False,True,False,False,True,False,True,False,False,True,False
1,13,63.38,815.07,0,1,0,True,False,True,True,False,False,True,True,False,True,False,True,False
1,55,67.89,3730.8,0,3,1,True,False,True,False,True,True,False,False,True,False,False,False,False
0,66,85.66,5647.24,0,1,0,False,True,True,True,False,False,True,False,False,True,False,True,False
0,38,68.6,2598.54,0,1,0,True,False,True,True,False,False,True,False,True,False,False,True,False
1,62,60.59,3758.92,0,1,0,False,True,True,False,False,False,True,False,True,False,False,False,True
0,46,112.48,5170.74,0,1,0,True,True,True,False,False,False,True,False,False,True,False,True,False
0,72,42.69,3078.89,0,1,0,False,True,True,False,False,False,True,False,False,True,False,False,True
0,71,37.6,2660.46,0,2,1,False,False,False,True,False,True,False,False,True,False,False,False,False
1,21,43.8,918.31,0,3,1,True,False,True,False,True,True,False,True,False,True,False,False,False
1,63,20.76,1304.8,0,3,1,False,False,False,False,True,True,False,True,False,True,True,False,False
0,20,69.91,1390.31,0,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False
1,46,62.27,2864.45,0,2,1,True,False,False,False,True,False,True,False,True,False,False,False,False
1,9,27.43,239.42,0,2,1,True,True,False,False,True,False,True,False,False,False,True,False,False
1,26,93.94,2443.55,0,2,0,True,False,True,False,False,True,False,True,False,False,False,False,True
0,36,37.17,1341.72,0,1,1,True,False,False,False,False,False,True,True,False,True,False,False,False
0,37,23.98,888.6,0,2,0,True,False,True,False,True,False,True,True,False,False,False,False,True
1,23,58.11,1338.5,0,1,0,False,True,False,True,False,False,True,True,False,False,False,True,False
0,28,29.25,824.16,1,2,0,False,True,False,False,False,True,False,False,False,True,False,True,False
0,31,100.61,3118.78,0,3,1,False,False,True,False,True,False,False,False,True,True,True,False,False
0,29,92.14,2667.93,0,3,0,False,False,True,False,True,True,False,True,False,False,False,True,False
0,43,102.51,4404.89,0,2,0,True,True,False,True,False,True,False,False,True,False,False,True,False
0,72,92.79,6677.94,0,2,0,False,True,True,False,False,True,False,False,False,True,False,True,False
0,5,108.01,534.83,0,2,0,False,False,True,True,False,False,False,True,False,False,False,False,True
1,42,53.67,2258.06,0,1,0,True,False,True,True,False,False,True,False,True,True,False,True,False
